"","looker_id","Gender","ID","set","measure","value"
"540","M04","m","04","right","ir_width_alt",12.0378559298151
"541","M05","m","05","left","ir_width_alt",10.9950082320133
"542","M05","m","05","right","ir_width_alt",11.1128050880753
"543","M06","m","06","left","ir_width_alt",11.6137588392608
"544","M06","m","06","right","ir_width_alt",11.5400438743852
"545","M07","m","07","left","ir_width_alt",11.4145275153173
"546","M07","m","07","right","ir_width_alt",11.3516831746508
"547","M08","m","08","left","ir_width_alt",11.4562577227841
"548","M08","m","08","right","ir_width_alt",11.2212196783754
"549","M09","m","09","left","ir_width_alt",11.4420148705284
"550","M09","m","09","right","ir_width_alt",11.5597392009074
"551","M10","m","10","left","ir_width_alt",11.5963392283373
"552","M10","m","10","right","ir_width_alt",11.6997282143024
"553","M11","m","11","left","ir_width_alt",11.7903783029483
"554","M11","m","11","right","ir_width_alt",11.635502426305
"555","M12","m","12","left","ir_width_alt",10.554019702218
"556","M12","m","12","right","ir_width_alt",11.0631661468676
"557","M13","m","13","left","ir_width_alt",11.1512845780068
"558","M13","m","13","right","ir_width_alt",11.2379325481565
"559","M14","m","14","left","ir_width_alt",11.7051404755685
"560","M14","m","14","right","ir_width_alt",12.2356765444488
"561","F01","f","01","left","height",9.64005823638741
"562","F01","f","01","right","height",9.43738369648825
"563","F02","f","02","left","height",9.3320814074154
"564","F02","f","02","right","height",8.7405688408445
"565","F03","f","03","left","height",9.62425997662669
"566","F03","f","03","right","height",9.77168579267432
"567","F04","f","04","left","height",8.23256407414863
