id,Photo_id,Attractiveness,SSI,RIL,WHR,Photo_Sex
12m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
13m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
14m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
15m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
16m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
17m,1041,2,1.7758620689655200,41.73669467787120,3.180722891566270,F
18m,1041,2,1.7758620689655200,41.73669467787120,3.180722891566270,F
19m,1041,2,1.7758620689655200,41.73669467787120,3.180722891566270,F
20m,1041,2,1.7758620689655200,41.73669467787120,3.180722891566270,F
21m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
22m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
23m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
24m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
25m,1041,1,1.7758620689655200,41.73669467787120,3.180722891566270,F
