PhotoID,InPhylogeny0no1yes,Closestin10ktrees,Species,Parvorder,Collector,Infant0Adult1,Male0Female1,WidthLeft,HeightLeft,WHRleft,ExposedEyeballLeft,IrisDiameterLeft,SSIleft,PupilB,IRHleft,IRSleft,IRBleft,ColorCategory,ArcusSenilisNo0Yes1,TemporalCrescent,LimbalRingNo0Yes1,ISBleft,OSBleft,Type,ActivPatt,Genus,Family,lightest,darkest,HC,pupHC
Presbytismelalophos7,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,168,101,1.663366337,148,122,1.213114754,17,243,6,17,Dark_grey,0,1,0,12,-,2,Diurnal,Presbytis,Cercopithecidae,17,12,5,0
Presbytismelalophos8,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,78,45,1.733333333,57,46,1.239130435,21,247,19,22,Dark_grey,0,0,0,20,-,2,Diurnal,Presbytis,Cercopithecidae,22,20,2,1
Presbytismelalophos9,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,80,56,1.428571429,60,42,1.428571429,6,30,79,7,Black,0,0,0,5,-,2,Diurnal,Presbytis,Cercopithecidae,7,5,2,1
Presbytismelalophos10,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,122,84,1.452380952,95,73,1.301369863,11,227,53,10,Black,0,0,0,7,-,2,Diurnal,Presbytis,Cercopithecidae,10,7,3,-1
Presbytismelalophos11,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,119,75,1.586666667,78,74,1.054054054,2,160,28,4,Black,0,0,0,4,-,3,Diurnal,Presbytis,Cercopithecidae,4,4,0,2
Presbytismelalophos12,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,202,108,1.87037037,132,98,1.346938776,20,298,7,22,Dark_grey,0,0,0,19,-,2,Diurnal,Presbytis,Cercopithecidae,22,19,3,2
Presbytismelalophos13,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,343,176,1.948863636,274,213,1.286384977,3,49,55,5,Black,0,0,0,4,-,2,Diurnal,Presbytis,Cercopithecidae,5,4,1,2
Presbytismelalophos14,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,-,-,-,-,-,#VALUE!,23,323,38,27,Dark_grey,0,0,0,-,-,-,Diurnal,Presbytis,Cercopithecidae,-,27,#VALUE!,4
Presbytismelalophos15,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,145,71,2.042253521,114,89,1.280898876,10,43,21,11,Dark_grey,0,0,0,12,-,1,Diurnal,Presbytis,Cercopithecidae,12,11,1,1
Presbytismelalophos16,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,10,49,19,11,Dark_grey,0,0,0,12,-,1,Diurnal,Presbytis,Cercopithecidae,12,11,1,1
Presbytismelalophos17,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,176,120,1.466666667,178,142,1.253521127,6,20,74,15,Brown,1,0,0,11,54,2,Diurnal,Presbytis,Cercopithecidae,15,11,4,9
Presbytismelalophos18,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Presbytis,Cercopithecidae,-,-,#VALUE!,#VALUE!
Presbytismelalophos19,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,283,183,1.546448087,232,190,1.221052632,11,283,19,10,Black,1,0,0,7,-,2,Diurnal,Presbytis,Cercopithecidae,10,7,3,-1
Presbytismelalophos20,1,Presbytis_melalophos,Presbytis melalophos,Catarrhini,Juan,1,-,254,146,1.739726027,192,148,1.297297297,13,331,18,17,Dark_grey,0,0,0,19,-,1,Diurnal,Presbytis,Cercopithecidae,19,17,2,4
Pygathrixcinerea1,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,320,207,1.54589372,270,300,0.9,4,74,53,8,Black,0,0,0,5,-,2,Diurnal,Pygathrix,Cercopithecidae,8,5,3,4
Pygathrixcinerea2,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,138,62,2.225806452,107,82,1.304878049,12,24,42,20,Dark_grey,1,0,0,10,-,2,Diurnal,Pygathrix,Cercopithecidae,20,10,10,8
Pygathrixcinerea3,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,238,142,1.676056338,197,160,1.23125,9,173,40,13,Dark_grey,0,0,0,11,-,2,Diurnal,Pygathrix,Cercopithecidae,13,11,2,4
Pygathrixcinerea4,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,110,67,1.641791045,88,78,1.128205128,16,58,14,16,Dark_grey,0,0,0,12,-,2,Diurnal,Pygathrix,Cercopithecidae,16,12,4,0
Pygathrixcinerea5,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,1,159,107,1.485981308,138,110,1.254545455,5,71,34,9,Black,0,0,0,6,-,2,Diurnal,Pygathrix,Cercopithecidae,9,6,3,4
Pygathrixcinerea6,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,0,68,36,1.888888889,53,38,1.394736842,12,32,36,11,Dark_grey,0,0,0,8,-,2,Diurnal,Pygathrix,Cercopithecidae,11,8,3,-1
Pygathrixcinerea7(right),1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,0,63,38,1.657894737,56,39,1.435897436,13,25,38,11,Dark_grey,0,0,0,7,-,2,Diurnal,Pygathrix,Cercopithecidae,11,7,4,-2
Pygathrixcinerea8,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,289,188,1.537234043,230,196,1.173469388,1,26,84,7,Black,0,0,0,1,-,2,Diurnal,Pygathrix,Cercopithecidae,7,1,6,6
Pygathrixcinerea9,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,96,55,1.745454545,72,51,1.411764706,7,20,23,11,Dark_grey,0,0,0,7,-,2,Diurnal,Pygathrix,Cercopithecidae,11,7,4,4
Pygathrixcinerea10,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,1,262,137,1.912408759,194,164,1.182926829,8,273,26,10,Black,0,0,0,11,-,1,Diurnal,Pygathrix,Cercopithecidae,11,10,1,2
Pygathrixcinerea11,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,285,156,1.826923077,232,180,1.288888889,13,350,21,17,Dark_grey,1,0,0,13,-,2,Diurnal,Pygathrix,Cercopithecidae,17,13,4,4
Pygathrixcinerea12,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,237,157,1.50955414,215,208,1.033653846,12,35,40,28,Deep_yellow,1,0,0,21,-,2,Diurnal,Pygathrix,Cercopithecidae,28,21,7,16
Pygathrixcinerea13,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,234,144,1.625,195,144,1.354166667,2,100,83,3,Black,0,0,0,1,-,2,Diurnal,Pygathrix,Cercopithecidae,3,1,2,1
Pygathrixcinerea14,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,1,283,123,2.300813008,207,158,1.310126582,7,27,34,13,Dark_grey,0,0,0,4,-,2,Diurnal,Pygathrix,Cercopithecidae,13,4,9,6
Pygathrixcinerea15,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,1,241,150,1.606666667,205,148,1.385135135,13,273,34,17,Dark_grey,1,0,0,10,-,2,Diurnal,Pygathrix,Cercopithecidae,17,10,7,4
Pygathrixcinerea16,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,200,142,1.408450704,184,141,1.304964539,13,342,9,13,Dark_grey,1,0,0,12,23,2,Diurnal,Pygathrix,Cercopithecidae,13,12,1,0
Pygathrixcinerea17,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,137,71,1.929577465,105,81,1.296296296,10,264,19,11,Dark_grey,0,0,0,8,-,2,Diurnal,Pygathrix,Cercopithecidae,11,8,3,1
Pygathrixcinerea18,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,-,92,49,1.87755102,78,68,1.147058824,22,45,37,21,Dark_grey,1,0,0,16,-,2,Diurnal,Pygathrix,Cercopithecidae,21,16,5,-1
Pygathrixcinerea19,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,1,75,48,1.5625,61,59,1.033898305,13,330,38,18,Dark_grey,0,0,0,14,-,2,Diurnal,Pygathrix,Cercopithecidae,18,14,4,5
Pygathrixcinerea20,1,Pygathrix_cinerea,Pygathrix cinerea,Catarrhini,Juan,1,0,85,56,1.517857143,74,58,1.275862069,8,48,15,16,Dark_grey,0,0,0,10,-,2,Diurnal,Pygathrix,Cercopithecidae,16,10,6,8
Red-shanked douc alpha male Mogens Trolle-9619,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,0,125,72,1.736111111,105,90,1.166666667,5,36,36,12,Dark_grey,1,0,0,5,-,2,Diurnal,Pygathrix,Cercopithecidae,12,5,7,7
Red-shanked douc female Mogens Trolle-9148,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,1,155,109,1.422018349,128,118,1.084745763,14,130,19,14,Dark_grey,0,0,0,9,-,2,Diurnal,Pygathrix,Cercopithecidae,14,9,5,0
Red-shanked douc subadult male Mogens Trolle-0135,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,0,184,123,1.495934959,143,122,1.172131148,7,28,41,14,Dark_grey,0,0,0,4,-,2,Diurnal,Pygathrix,Cercopithecidae,14,4,10,7
Pygathrix nemaeus_1,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,1,95,60,1.583333333,80,67,1.194029851,9,34,60,15,Dark_grey,0,1,0,13,-,2,Diurnal,Pygathrix,Cercopithecidae,15,13,2,6
Pygathrix nemaeus_1,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Pygathrix,Cercopithecidae,-,-,#VALUE!,#VALUE!
Pygathrix nemaeus_2,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,386,207,1.8647343,326,264,1.234848485,16,243,8,14,Dark_grey,0,1,0,12,-,2,Diurnal,Pygathrix,Cercopithecidae,14,12,2,-2
Pygathrix nemaeus_3,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,180,115,1.565217391,158,140,1.128571429,6,26,36,13,Dark_grey,0,0,0,6,-,2,Diurnal,Pygathrix,Cercopithecidae,13,6,7,7
Pygathrix nemaeus_4 (left),1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,92,46,2,73,62,1.177419355,25,302,19,27,Grey,1,0,0,26,-,2,Diurnal,Pygathrix,Cercopithecidae,27,26,1,2
Pygathrix nemaeus_4 (right),1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,134,74,1.810810811,109,92,1.184782609,24,281,26,26,Grey,0,0,0,21,-,2,Diurnal,Pygathrix,Cercopithecidae,26,21,5,2
Pygathrix nemaeus_5,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,160,94,1.70212766,128,-,#VALUE!,13,24,50,30,Brown,-,-,-,-,-,-,Diurnal,Pygathrix,Cercopithecidae,-,30,#VALUE!,17
Pygathrix nemaeus_6,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,213,131,1.625954198,177,150,1.18,7,11,66,33,Brown,1,0,0,11,-,2,Diurnal,Pygathrix,Cercopithecidae,33,11,22,26
Pygathrix nemaeus_7,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,276,161,1.714285714,216,184,1.173913043,7,22,61,25,Brown,1,0,0,4,-,2,Diurnal,Pygathrix,Cercopithecidae,25,4,21,18
Pygathrix nemaeus_8,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,0,1,384,217,1.769585253,325,286,1.136363636,5,23,93,43,Brown,1,0,0,35,-,2,Diurnal,Pygathrix,Cercopithecidae,43,35,8,38
Pygathrix nemaeus_9,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,131,84,1.55952381,112,90,1.244444444,18,57,27,22,Dark_grey,1,0,0,17,-,2,Diurnal,Pygathrix,Cercopithecidae,22,17,5,4
Pygathrix nemaeus_10,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,302,155,1.948387097,233,194,1.201030928,5,39,41,6,Black,1,0,0,7,19,1,Diurnal,Pygathrix,Cercopithecidae,7,6,1,1
Pygathrix nemaeus_11,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,306,154,1.987012987,260,208,1.25,39,333,28,38,Grey,1,0,0,29,37,2,Diurnal,Pygathrix,Cercopithecidae,38,29,9,-1
Pygathrix nemaeus_12,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,179,99,1.808080808,136,107,1.271028037,17,48,60,22,Deep_yellow,1,0,0,18,-,2,Diurnal,Pygathrix,Cercopithecidae,22,18,4,5
Pygathrix nemaeus_13,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,121,75,1.613333333,97,72,1.347222222,17,49,56,22,Deep_yellow,1,0,0,18,-,2,Diurnal,Pygathrix,Cercopithecidae,22,18,4,5
Pygathrix nemaeus_14,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,127,75,1.693333333,98,76,1.289473684,17,136,22,19,Dark_grey,1,0,1,14,-,2,Diurnal,Pygathrix,Cercopithecidae,19,14,5,2
Pygathrix nemaeus_15,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,112,64,1.75,97,88,1.102272727,12,48,44,15,Dark_grey,1,0,0,12,-,2,Diurnal,Pygathrix,Cercopithecidae,15,12,3,3
Pygathrix nemaeus_16,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,1,160,86,1.860465116,122,96,1.270833333,14,30,42,29,Deep_yellow,1,0,0,14,-,2,Diurnal,-,-,29,14,15,15
Pygathrix nemaeus_17,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,219,142,1.542253521,200,174,1.149425287,9,15,38,17,Dark_grey,1,0,0,10,-,2,Diurnal,-,-,17,10,7,8
Pygathrix nemaeus_18,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,1,224,141,1.588652482,181,162,1.117283951,10,29,84,31,Deep_yellow,1,0,0,-,-,-,Diurnal,-,-,-,31,#VALUE!,21
Pygathrix nemaeus_19,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,460,299,1.538461538,425,382,1.112565445,8,342,32,18,Dark_grey,1,0,0,19,-,1,Diurnal,-,-,19,18,1,10
Pygathrix nemaeus_20,1,Pygathrix_nemaeus,Pygathrix nemaeus,Catarrhini,Nantha,1,-,92,47,1.957446809,77,78,0.987179487,12,33,55,18,Dark_grey,0,0,0,11,-,2,Diurnal,-,-,18,11,7,6
Yunnan snub-nosed monkey male Mogens Troll-3995,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,0,158,98,1.612244898,125,95,1.315789474,6,59,10,5,Black,1,0,0,9,-,1,Diurnal,Rhinopithecus,Cercopithecidae,9,5,4,-1
Yunnan snub-nosed monkey Mogens Trolle-4198,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,1,136,89,1.528089888,117,90,1.3,6,144,13,8,Black,0,0,0,11,-,1,Diurnal,Rhinopithecus,Cercopithecidae,11,8,3,2
Yunnan snub-nosed monkey Mogens Trolle-4534,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,211,115,1.834782609,167,137,1.218978102,8,135,16,7,Black,1,0,0,12,-,1,Diurnal,Rhinopithecus,Cercopithecidae,12,7,5,-1
Yunnan snub-nosed monkey Mogens Trolle-4622,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,117,67,1.746268657,94,76,1.236842105,8,82,18,7,Black,1,0,0,10,-,1,Diurnal,Rhinopithecus,Cercopithecidae,10,7,3,-1
Yunnan snub-nosed monkey Mogens Trolle-4670,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,211,115,1.834782609,167,130,1.284615385,10,95,9,9,Black,1,0,0,14,-,1,Diurnal,Rhinopithecus,Cercopithecidae,14,9,5,-1
Yunnan snub-nosed monkey Mogens Trolle-5140,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,280,136,2.058823529,222,180,1.233333333,5,104,22,7,Black,1,0,0,16,-,1,Diurnal,Rhinopithecus,Cercopithecidae,16,7,9,2
Yunnan snub-nosed monkey Mogens Trolle-5720,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,303,146,2.075342466,240,195,1.230769231,7,119,12,5,Black,1,0,0,7,-,1,Diurnal,Rhinopithecus,Cercopithecidae,7,5,2,-2
Yunnan snub-nosed monkey Mogens Trolle-5849,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,278,190,1.463157895,250,196,1.275510204,5,205,28,6,Black,0,0,0,5,-,2,Diurnal,Rhinopithecus,Cercopithecidae,6,5,1,1
Yunnan snub-nosed monkey Mogens Trolle-6077,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,308,175,1.76,234,203,1.15270936,6,207,40,8,Black,0,0,0,11,-,1,Diurnal,Rhinopithecus,Cercopithecidae,11,8,3,2
Yunnan snub-nosed monkey Mogens Trolle-6720,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,315,170,1.852941176,267,210,1.271428571,7,232,32,6,Black,1,0,0,6,-,3,Diurnal,Rhinopithecus,Cercopithecidae,6,6,0,-1
Rhinopithecus bieti_1,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,135,76,1.776315789,100,80,1.25,3,82,13,2,Black,1,0,0,1,-,2,Diurnal,-,-,2,1,1,-1
Rhinopithecus bieti_2,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,308,166,1.855421687,270,217,1.244239631,7,255,38,5,Black,1,0,0,8,-,1,Diurnal,-,-,8,5,3,-2
Rhinopithecus bieti_3,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,123,74,1.662162162,100,73,1.369863014,3,217,83,1,Black,1,0,0,3,-,1,Diurnal,-,-,3,1,2,-2
Rhinopithecus bieti_4,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,108,71,1.521126761,91,65,1.4,7,165,17,10,Black,1,0,0,7,-,2,Diurnal,-,-,10,7,3,3
Rhinopithecus bieti_5,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,1,124,80,1.55,90,74,1.216216216,9,250,93,7,Black,1,0,0,7,-,3,Diurnal,-,-,7,7,0,-2
Rhinopithecus bieti_6,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,174,79,2.202531646,137,96,1.427083333,25,228,15,25,Dark_grey,1,0,0,22,22,2,Diurnal,-,-,25,22,3,0
Rhinopithecus bieti_7,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,0,178,52,3.423076923,96,85,1.129411765,2,213,69,4,Black,1,0,0,7,14,1,Diurnal,-,-,7,4,3,2
Rhinopithecus bieti_8,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_9,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,1,161,91,1.769230769,138,120,1.15,3,247,22,8,Black,0,0,0,9,15,1,Diurnal,-,-,9,8,1,5
Rhinopithecus bieti_10,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_11,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,280,149,1.879194631,201,154,1.305194805,6,224,39,7,Black,1,0,0,8,-,1,Diurnal,-,-,8,7,1,1
Rhinopithecus bieti_12,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_13,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,0,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_14,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_15,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,0,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_16,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_17,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,0,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_18,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_19,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_20,1,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Rhinopithecus bieti_21,-,Rhinopithecus_bieti,Rhinopithecus bieti,Catarrhini,Nantha,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Golden snub-nosed male monkey Mogens Trolle-6127,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,0,262,117,2.239316239,212,144,1.472222222,5,11,29,11,Dark_grey,1,0,0,5,4,2,Diurnal,-,-,11,5,6,6
Golden snub-nosed monkey female Mogens Trolle-1013,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,188,107,1.757009346,162,124,1.306451613,3,214,18,7,Black,1,0,0,9,7,1,Diurnal,-,-,9,7,2,4
Golden snub-nosed monkey male Mogens Trolle-1350,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,0,270,130,2.076923077,238,184,1.293478261,6,197,13,9,Black,1,0,0,8,8,2,Diurnal,-,-,9,8,1,3
Golden snub-nosed monkey male Mogens Trolle-6527,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,0,266,166,1.602409639,239,182,1.313186813,8,106,29,13,Dark_grey,1,0,0,14,14,1,Diurnal,-,-,14,13,1,5
Golden snub-nosed monkey male Mogens Trolle-7256,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,0,316,144,2.194444444,251,176,1.426136364,4,94,29,6,Black,1,0,0,5,5,2,Diurnal,-,-,6,5,1,2
Golden snub-nosed monkey Mogens Trolle-1415,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,237,137,1.729927007,190,135,1.407407407,4,161,11,6,Black,1,0,0,6,3,3,Diurnal,-,-,6,6,0,2
Golden snub-nosed monkey Mogens Trolle-5443,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,217,156,1.391025641,199,163,1.220858896,4,223,27,6,Black,1,0,0,5,4,2,Diurnal,-,-,6,5,1,2
Golden snub-nosed monkey Mogens Trolle-5476,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,276,132,2.090909091,202,168,1.202380952,5,140,10,6,Black,1,0,0,7,-,1,Diurnal,-,-,7,6,1,1
Golden snub-nosed monkey Mogens Trolle-5545,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,233,126,1.849206349,196,154,1.272727273,5,180,16,5,Black,1,0,0,8,8,1,Diurnal,-,-,8,5,3,0
Golden snub-nosed subadult monkey Mogens Trolle-5761,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,224,101,2.217821782,177,154,1.149350649,3,214,20,6,Black,1,0,0,8,9,1,Diurnal,-,-,8,6,2,3
Golden snub-nosed subadult monkey Mogens Trolle-5788,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,213,91,2.340659341,180,136,1.323529412,4,262,18,5,Black,1,0,0,6,7,1,Diurnal,-,-,6,5,1,1
Golden snub-nosed subadult monkey Mogens Trolle-5915,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,288,136,2.117647059,243,178,1.365168539,3,187,17,5,Black,1,0,0,8,9,1,Diurnal,-,-,8,5,3,2
Golden snub-nosed subadult monkey Mogens Trolle-5957,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,257,104,2.471153846,235,162,1.450617284,4,201,16,5,Black,1,0,0,9,10,1,Diurnal,-,-,9,5,4,1
Rhinopithecus roxellana_14,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,0,270,170,1.588235294,236,194,1.216494845,7,206,92,10,Black,1,0,0,11,-,1,Diurnal,-,-,11,10,1,3
Rhinopithecus roxellana_15,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,248,128,1.9375,213,180,1.183333333,9,279,15,10,Black,1,0,0,9,-,2,Diurnal,-,-,10,9,1,1
Rhinopithecus roxellana_16,1,Rhinopithecus_roxellana,Rhinopithecus roxellana,Catarrhini,Nantha,1,1,162,98,1.653061224,137,108,1.268518519,10,276,19,23,Dark_grey,1,0,0,13,-,2,Diurnal,-,-,23,13,10,13
